0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
利不百者不變法，功不十者不易器。魯人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b7,,,,,,,,,,,,,,,,,,,1968,3358,2413,396,2114,1491,5770,1633,2114,1491,4489,1826,1136,2805,2329,2342,,,𗔇,𗧥,𘃡,𘞙,𘋩,𗅋,𘊝,𘉐,𘋩,𗅋,𗰗,𘕌,𘔮,𘐠,𘂀,𘍐,,,·u2,zjir2,wji1,gjịj1,do2,mji1,·jir2,·ioow1,do2,mji1,ɣạ2,twụ2,war2,ŋwo2,sjij2,rjijr2,
,庫,長,為，,利,於,不,百，,功,於,不,十，,特,物,傷,民,勞,,為長府，於利則不百，於功則不十，特傷財勞民而已。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b8,,,,,,,,,,,,,,,,,,,197,2422,5009,1776,1724,5813,3846,4614,4139,4414,3407,2422,1355,4414,2073,2408,,,𘟂,𘃞,𘘦,𗒝,𘕘,𗬩,𗫿,𗖵,𗌭,𘝶,𗦜,𘃞,𗅆,𘝶,𗓆,𘃨,
,ŋwu2,ljɨ1,tśhjwo1,mjĩ1,tsə1,kie1,kjwi1,bju1,ku1,thjij2,sjo2,ljɨ1,djɨj2,thjij2,ljij1,ɣjɨr1,,,是,也。,故,[閔 子],,貫,舊,仍,則，,如　何,,也。,必,何,改,作,,閔子所以言「仍舊貫，如之何，何必改作也。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a1,,,,,,,,,,,,,,,,,,,4979,2422,451,4724,1355,3299,3612,5714,1086,2777,6,5676,3772,2020,3299,4979,
,𘘥,𘃞,𗟲,𘅍,𗅆,𘉥,𗫂,𗾖,𗸱,𘎪,𗄊,𗿳,𗦁,𗑠,𘉥,𘘥,,,·jɨ2,ljɨ1,ŋwuu1,zjịj1,djɨj2,dźjaa1,tja1,goor1,no2,tshjiij1,zji2,dzjɨj1,ɣie2,rjir2,dźjaa1,·jɨ2,,,謂,也。,言,時；,定,中,者，,孔　子,,說,皆,時,病,與,中,謂,,言必有中，與孔子之言皆中時病者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a2,,,,,,,,,,,,,,,,,
,2020,5087,2422,,,,,,,,,,,,,,,,𗑠,𘙰,𘃞,,,,,,,,,,,,,,,,rjir2,lew2,ljɨ1,,,,,,,,,,,,,,,,與,同,也。,,,,,,,,,,,,,,,同一意。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608a3,,,,,,,,,,,,,,,,,,1086,4633,4491,5283,2770,201,2468,2821,4414,3384,2468,3485,1724,3593,5283,1491,3086,,𗸱,𗖸,𗰔,𗗙,𘏸,𗴼,𘗠,𗯴,𘝶,𗨻,𘗠,𗣕,𘕘,𗥡,𗗙,𗅋,𗴢,,no2,ŋwuu1,·jiw2,·jij1,śiə1,khjiw2,ɣa1,khju1,thjij2,we2,ɣa1,wjị1,tsə1,lu2,·jij1,mji1,bjuu1,,子,曰：,[由],於,[瑟],[丘],門,下,奚,為。,門,人,[子　路],,於,不,敬。,,子曰：由之瑟奚為于丘之門。門人不敬子路。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0608a4,,,,,,,,,,,,,,,,,,1086,4633,4491,3612,924,3667,3695,375,4351,2422,,,,,,,,,𗸱,𗖸,𗰔,𗫂,𗛛,𗧊,𗤫,𗷝,𘃽,𘃞,,,,,,,,,no2,ŋwuu1,·jiw2,tja1,kụ2,to2,kjɨɨr2,mjij2,·o2,ljɨ1,,,,,,,,,子,曰：,「[由],者,堂,升，,室,未,入,也」,,,,,,,,
子曰：「由也升堂矣，未入於室也。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a5,,,,,,,,,,,,,,,,,,,5714,1086,1724,3593,5283,173,2114,4412,5794,691,3773,4724,5187,2422,2468,3485,,,𗾖,𗸱,𘕘,𗥡,𗗙,𗵘,𘋩,𘝵,𘊐,𗝾,𗧠,𘅍,𘆏,𘃞,𘗠,𗣕,,,goor1,no2,tsə1,lu2,·jij1,tśja1,do2,·jij1,kjij1,tjɨ̣j1,kiẹj2,zjịj1,ljɨɨ1,ljɨ1,ɣa1,wjị1,
,孔　子,,[子 路],,於,道,於,己,△,進，,欲,時；,抑,也。,門,人,,孔子之意，欲子路之進於道也，則抑之；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a6,,,,,,,,,,,,,,,,,,1724,3593,5283,2431,1420,3773,4724,491,2422,5187,3612,1089,197,491,3612,3878,197,,𘕘,𗥡,𗗙,𘗐,𗄻,𗧠,𘅍,𗡙,𘃞,𘆏,𗫂,𗸯,𘟂,𗡙,𗫂,𗧘,𘟂,
tsə1,lu2,·jij1,djij2,nwə1,kiẹj2,zjịj1,·jow2,ljɨ1,ljɨɨ1,tja1,dźjwu1,ŋwu2,·jow2,tja1,wo2,ŋwu2,,[子 路],,於,△,知，,欲,時；,譽,也。,抑,者，,仁,也。,譽,者，,義,也。,,欲門人之知子路也，則又譽之。抑之者，仁也；譽之者，義也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a7,,,,,,,,,,,,,,,,,,1724,4101,3415,2770,5126,3167,4820,4638,5759,1086,4633,2770,3612,1050,3167,3612,2530,
𘕘,𘓖,𗤄,𘏸,𘓁,𘊇,𘆄,𗖶,𗾈,𗸱,𗖸,𘏸,𗫂,𗷁,𘊇,𗫂,𘖑,,tsə1,kow1,·jɨr1,śiə1,ljɨ̣1,śjow1,njɨ2,sjwɨ1,mee2,no2,ŋwuu1,śiə1,tja1,dzaa1,śjow1,tja1,mjɨ1,,[子 貢],,問：,「[師],與,[商],等,孰,賢」,子,曰：,「[師],者,過。,[商],者,不,,子貢問：「師與商也孰賢。」子曰：「師也過，商也不,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608a8,,,,,,,,,,,,,,,,,
3671,4633,2214,659,4139,2770,3482,4616,1086,4633,1050,1730,2530,3671,659,,,,𗫡,𗖸,𘌽,𗍊,𗌭,𘏸,𗦣,𗗂,𗸱,𗖸,𗷁,𘂆,𘖑,𗫡,𗍊,,,,njɨ2,ŋwuu1,thjɨ2,sju2,ku1,śiə1,njwi1,mo2,no2,ŋwuu1,dzaa1,tsjɨ1,mjɨ1,njɨ2,sju2,,,,及」,曰：,「此,如,則；,[師],勝,乎」,子,曰：,「過,亦,不,及,如」,,,,及。」曰：「然則師愈與。」子曰：「過猶不及。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608b1,,,,,,,,,,,,,,,,,,,1086,4633,2770,3612,4761,1724,4491,4633,4997,2000,4521,3612,3838,3401,2413,4979,,,𗸱,𗖸,𘏸,𗫂,𘄯,𘕘,𗰔,𗖸,𘘮,𗑟,𘑲,𗫂,𗩱,𗣓,𘃡,𘘥,,,no2,ŋwuu1,śiə1,tja1,lhjwij1,tsə1,·jiw2,ŋwuu1,mjo2,wjị1,tśjow1,tja1,njwi2,gie1,wji1,·jɨ2,,,子,曰：,[師],者，,辟。,[子 游],,曰：,「吾,友,[張],者，,能,難,為」,謂,,子曰 ：「師也辟。」子游曰 ：「吾友張也，為難能也。」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0608b2,,,,,,,,,,,,,,,,,,,3612,1050,2422,1086,1724,4748,5283,4979,4633,5070,4105,3604,4743,3666,1724,4491,,,𗫂,𗷁,𘃞,𗸱,𘕘,𘒂,𗗙,𘘥,𗖸,𘓊,𘓐,𗧁,𘅇,𗣬,𘕘,𗰔,,,tja1,dzaa1,ljɨ1,no2,tsə1,xia1,·jij1,·jɨ2,ŋwuu1,zjɨɨr1,dzjwo2,rjijr2,tji1,wjo1,tsə1,·jiw2,,,者，,過,也。,子,[子 夏],,於,謂,曰：,「小　人,,才,勿,為」,[子 游],,
過也。子謂子夏曰：「無為小人儒。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608b3,,,,,,,,,,,,,,,,,,,4633,1724,4748,5283,2468,3485,1919,4359,43,1992,3415,4196,691,5375,3838,4139,,,𗖸,𘕘,𘒂,𗗙,𘗠,𗣕,𘁛,𘄄,𗄒,𗓝,𗤄,𗊬,𗝾,𗳜,𗩱,𗌭,,,ŋwuu1,tsə1,xia1,·jij1,ɣa1,wjị1,zjɨ̣1,zji1,śjwo1,wej2,·jɨr1,kụ2,tjɨ̣j1,lhjii1,njwi2,ku1,
,曰：,[子 夏],,於,門,人,小　子,,？,？,問,答,進,退,能,則；,,子游曰：「子夏之門人小子，當洒掃應對進退， 則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608b4,,,,,,,,,,,,,,,,,,,2819,2422,4979,4139,2214,3612,838,197,4484,3510,4139,4414,3407,4979,3612,2530,,,𗰁,𘃞,𘘥,𗌭,𘌽,𗫂,𗚋,𘟂,𗰜,𗤋,𗌭,𘝶,𗦜,𘘥,𗫂,𘖑,
,dźioow2,ljɨ1,·jɨ2,ku1,thjɨ2,tja1,tśji1,ŋwu2,mər2,mjij1,ku1,thjij2,sjo2,·jɨ2,tja1,mjɨ1,,,可,也。,謂,則；,此,者,,也,本,無,則；,如之何」,,謂。,者，,不,,可矣。抑末也，本之則無。如之何。」不,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608b5,,,,,,,,,,,,,,,,,,,3671,2422,3433,3703,4614,2777,4139,1050,3612,2530,3671,362,3482,1365,3878,4614,
,𗫡,𘃞,𗤀,𗪙,𗖵,𘎪,𗌭,𗷁,𗫂,𘖑,𗫡,𗸒,𗦣,𗅲,𗧘,𗖵,,,njɨ2,ljɨ1,śjij1,mur1,bju1,tshjiij1,ku1,dzaa1,tja1,mjɨ1,njɨ2,su1,njwi1,tjɨ̣j2,wo2,bju1,,,及,也。,世　俗,,由,言,則，,過,者,不,及,於,優；,禮,義,由,,及也。由世俗言之，過優於不及；由禮義,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608b6,,,,,,,,,,,,,,,,,
,2765,4139,1050,1730,2530,3671,659,2422,5009,5635,5759,3612,1050,2422,1491,5759,,,𘐷,𗌭,𗷁,𘂆,𘖑,𗫡,𗍊,𘃞,𘘦,𘔼,𗾈,𗫂,𗷁,𘃞,𗅋,𗾈,,,kaar1,ku1,dzaa1,tsjɨ1,mjɨ1,njɨ2,sju2,ljɨ1,tśhjwo1,nioow1,mee2,tja1,dzaa1,ljɨ1,mji1,mee2,,,觀,則，,過,亦,不,及,如,也。,故,因,賢,者，,過,也。,不,肖,,以觀之，則過猶不及而已。是故賢者過之，不肖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608b7,,,,,,,,,,,,,,,,,,,3612,2530,3671,173,1491,5607,2114,1075,2422,4496,2934,1050,2422,3039,2934,2530,,,𗫂,𘖑,𗫡,𗵘,𗅋,𗏴,𘋩,𘈩,𘃞,𘄡,𗇋,𗷁,𘃞,𗭩,𗇋,𘖑,,,tja1,mjɨ1,njɨ2,tśja1,mji1,dźju1,do2,lew1,ljɨ1,sjịj2,mjijr2,dzaa1,ljɨ1,wẹ1,mjijr2,mjɨ1,,,者，,不,及。,道,不,明,處,一,也。,智,者,過,也，,愚,者,不,,者不及，而道之不明一也。智者過之，愚者不及，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0608b8,,,,,,,,,,,,,,,,,,,3671,173,1491,2977,2114,1075,2422,155,4024,6,5312,2144,4344,3818,4394,4310,,,𗫡,𗵘,𗅋,𗭍,𘋩,𘈩,𘃞,𗵿,𗶩,𗄊,𘇒,𗭴,𘄀,𗧓,𘟠,𗋕,,,njɨ2,tśja1,mji1,dźjịj1,do2,lew1,ljɨ1,bee2,thji2,zji2,wier1,·jow1,tśju1,ŋa2,dzu1,thja1,,,及。,道,不,行,處,一,也。,[墨　翟],,皆,愛，,[楊　朱],,我,愛。,其,
而道之不行一也。墨翟之兼愛，楊朱之為我，其于害道一也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a1,,,,,,,,,,,,,,,,,,,173,5283,3772,3612,1075,2422,909,851,1454,4292,4521,5687,5807,4292,4919,2805,,,𗵘,𗗙,𗦁,𗫂,𘈩,𘃞,𗜓,𗞡,𗅁,𗋿,𘑲,𗤡,𗬫,𗋿,𘟤,𘐠,,,tśja1,·jij1,ɣie2,tja1,lew1,ljɨ1,śja2,pio1,·u2,·jur,tśjow1,gjii1,djɨr2,·jur1,sjwụ2,ŋwo2,
,道,於,害,者，,一,也。,[單,豹],內,養，,[張,毅],外,養，,生,損,,單豹之飬內，張毅之養外，其于傷生一也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a2,,,,,,,,,,,,,,,,,,,2114,1075,2422,2054,2260,5635,4374,2054,5070,5635,4374,6,3861,2934,3125,197,,,𘋩,𘈩,𘃞,𗔉,𗮅,𘔼,𗈦,𗔉,𘓊,𘔼,𗈦,𗄊,𗫦,𗇋,𗏅,𘟂,
,do2,lew1,ljɨ1,tśhioow1,rejr2,nioow1,lha-,tśhioow1,zjɨɨr1,nioow1,lha-,zji2,ɣiew1,mjijr2,·jwɨɨ1,ŋwu2,,,於,一,也。,或,多,因；,失。,或,寡,因；,失。,皆,學,者,掩,COP。,,或失之多，或失之寡，皆學者之弊；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a3,,,,,,,,,,,,,,,,,,,2054,5006,5635,3497,2054,3081,5635,2341,6,683,4105,5283,3772,197,81,4972,
,𗔉,𘙊,𘔼,𗦤,𗔉,𗟜,𘔼,𘍔,𗄊,𗟔,𘓐,𗗙,𗦁,𘟂,𗌳,𘞌,,,tśhioow1,lwẹ2,nioow1,ljiij1,tśhioow1,dzjɨr1,nioow1,tśjị1,zji2,ko1,dzjwo2,·jij1,ɣie2,ŋwu2,wjạ1,źjɨr1,,,或,徐,因,甘?；,或,急,因,苦。,皆,輪,人,於,患,COP。,華,實,,或徐而甘，或疾而苦，皆輪人之患。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a4,,,,,,,,,,,,,,,,,
,3510,4972,81,3510,6,1365,2114,2530,3881,197,4777,2002,362,446,2002,4777,,,𗤋,𘞌,𗌳,𗤋,𗄊,𗅲,𘋩,𘖑,𗣷,𘟂,𘅣,𗑾,𗸒,𗠁,𗑾,𘅣,,,mjij1,źjɨr1,wjạ1,mjij1,zji2,tjɨ̣j2,do2,mjɨ1,lhə-,ŋwu2,dạ2,ŋwuu1,su1,buu2,ŋwuu1,dạ2,,,無，,實,華,無，,皆,禮,於,不,足,COP。,事,辭,比,勝。,辭,事,,華無實，實無華，皆不足以為禮。事勝辭，辭勝事，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0609a5,,,,,,,,,,,,,,,,,,,362,446,6,5337,3384,2114,2530,3881,2214,659,4139,1050,5126,2530,3671,2537,,,𗸒,𗠁,𗄊,𘆚,𗨻,𘋩,𘖑,𗣷,𘌽,𗍊,𗌭,𗷁,𘓁,𘖑,𗫡,𘎆,,,su1,buu2,zji2,gjij2,we2,do2,mjɨ1,lhə-,thjɨ2,sju2,ku1,dzaa1,ljɨ̣1,mjɨ1,njɨ2,dźjwɨ1,,,比,勝，,皆,經,為,於,不,足。,然　　則,,,過,與,不,及,相,,皆不足以為經。然則過與不及，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0609a6,,,,,,,,,,,,,,,,,,,5491,2422,4616,1365,2746,1738,2777,1724,4748,3153,310,5635,3916,637,464,1544,,,𗈲,𘃞,𗗂,𗅲,𘐆,𘂤,𘎪,𘕘,𘒂,𗢣,𗟥,𘔼,𗣈,𗍠,𘓯,𗂋,,,khwa1,ljɨ1,mo2,tjɨ̣j2,la1,kha1,tshjiij1,tsə1,xia1,lhji2,tjịj1,nioow1,lho-,khjĩ1,khjow1,njar1,,,遠,PRT,乎。,禮　記,,中,說：,[子 夏],,死,除,因；,出,琴,授,彈,
豈相遠哉。《禮記 》言：子夏除喪 而見，予之瑟，彈之,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a7,,,,,,,,,,,,,,,,,,,447,99,375,177,1724,4521,3153,310,5635,3916,637,464,1544,447,99,693,,,𗟻,𗙏,𗷝,𗵆,𘕘,𘑲,𗢣,𗟥,𘔼,𗣈,𗍠,𘓯,𗂋,𗟻,𗙏,𗞞,,,phji1,ɣiẹ2,mjij2,śjɨj1,tsə1,tśjow1,lhji2,tjịj1,nioow1,lho-,khjĩ1,khjow1,njar1,phji1,ɣiẹ2,dja2,
,令，,聲,未,成。,[子 張],,喪,除,因；,出。,琴,授,彈,令。,聲,△,,而不成聲；子張除喪而見予之瑟，彈之而成聲。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609a8,,,,,,,,,,,,,,,,,,,177,4310,1724,4748,1718,3548,1427,5615,4110,3465,1724,4521,1718,3548,3384,4724,,,𗵆,𗋕,𘕘,𘒂,𘕕,𗤒,𗅉,𗏣,𘓠,𗧤,𘕘,𘑲,𘕕,𗤒,𗨻,𘅍,
,śjɨj1,thja1,tsə1,xia1,sọ1,kjiw1,nioow1,rjijr2,ɣa1,phja1,tsə1,tśjow1,sọ1,kjiw1,we2,zjịj1,,,成。,其,[子 夏],,三,年,然　後,,哀,斷，,[子 張],,三,年,做,時,,夫子夏善哀于已三年之內，子張忘哀于才三年之際。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b1,,,,,,,,,,,,,,,,,,,4110,4094,4139,3167,3612,1050,197,2770,3612,2530,3671,2214,2020,1491,2834,3612,
,𘓠,𘓔,𗌭,𘊇,𗫂,𗷁,𘟂,𘏸,𗫂,𘖑,𗫡,𘌽,𗑠,𗅋,𗯮,𗫂,,,ɣa1,mjɨ̣2,ku1,śjow1,tja1,dzaa1,ŋwu2,śiə1,tja1,mjɨ1,njɨ2,thjɨ2,rjir2,mji1,thwuu1,tja1,,,哀,忘,則；,[商],者,過,COP，,[師],者,不,及。,此,與,不,同,者，,,則是商也過，師也不及。與此不同，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b2,,,,,,,,,,,,,,,,,
,4414,2087,5714,1086,1257,5251,5126,1642,2770,4243,433,1738,2777,1724,4748,637,,,𘝶,𗒘,𗾖,𗸱,𗎭,𘒣,𘓁,𘉒,𘏸,𗊱,𘈧,𘂤,𘎪,𘕘,𘒂,𗍠,,,thjij2,ɣiej1,goor1,no2,mjii1,dạ2,ljɨ̣1,mo2,śiə1,dzjo2,deej1,kha1,tshjiij1,tsə1,xia1,khjĩ1,,,何,？。,孔　子,,家,語,與,[毛 氏],,詩,傳,中,說：,「[子 夏],,琴,,何也。《孔子家語》、《毛氏詩傳》 言「子夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0609b3,,,,,,,,,,,,,,,,,,,312,4640,4640,659,232,1724,4521,637,312,3461,3461,5343,4110,4979,3612,1257,,,𗟨,𗖠,𗖠,𗍊,𗴴,𘕘,𘑲,𗍠,𗟨,𗪆,𗪆,𗳒,𘓠,𘘥,𗫂,𗎭,,,lhjwi1,ŋwej2,ŋwej2,sju2,rejr2,tsə1,tśjow1,khjĩ1,lhjwi1,sjwɨɨ1,sjwɨɨ1,ŋwu2,ɣa1,·jɨ2,tja1,mjii1,,,取,衎　衎,,然,樂。,[子 張],,琴,取,切　切,,以,哀」,謂,者；,家,,援琴，衎衎而樂；損 援琴，切切而哀。」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0609b4,,,,,,,,,,,,,,,,,,,5251,4243,433,3612,4100,3346,2819,4139,2214,3612,1446,1348,2422,4616,,,,,𘒣,𗊱,𘈧,𗫂,𘓟,𗦇,𗰁,𗌭,𘌽,𗫂,𗆼,𗅔,𘃞,𗗂,,,,,dạ2,dzjo2,deej1,tja1,dźiej2,lew2,dźioow2,ku1,thjɨ2,tja1,·jiw2,njaa2,ljɨ1,mo2,,,,,語、,詩,傳,者，,信,　可,,則；,此,者，,疑,非,也,乎。,,,
盖家語可信而記可疑。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b5,,,,,,,,,,,,,,,,,,4752,2770,5534,4101,、,203,1993,5423,5283,4482,3860,2413,5343,4523,1317,2422,1086,,𘅧,𘏸,𗉔,𘓖,𗸒,𗴽,𗑞,𗳱,𗗙,𗰖,𗨨,𘃡,𗳒,𘑨,𗡼,𘃞,𗸱,,kjwi1,śiə1,tśjiw1,kow1,su1,lo-,khjiw1,thja2,·jij1,śioo1,ror2,wji1,ŋwu2,·wu2,bjịj2,ljɨ1,no2,
[季 氏],,[周],公,比,富，,[求],其,於,集,聚,為,而，,助,佐,也。,子,,季氏 富於周公，而求也為之聚歛而附益 之。子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b6,,,,,,,,,,,,,,,,,,4633,4997,4143,1348,1919,4359,2267,4516,5343,4618,316,2422,,,,,,,𗖸,𘘮,𗴮,𗅔,𘁛,𘄄,𗭹,𘄩,𗳒,𗖣,𗟭,𘃞,,,,,,
ŋwuu1,mjo2,djịj1,njaa2,zjɨ̣1,zji1,bar1,tsjụ1,ŋwu2,źier1,wo2,ljɨ1,,,,,,,曰：,吾,徒,非。,小　子,,鼓,擊,以,責,可,也。,,,,,,,曰：「非吾徒也，小子鳴鼓而攻之可也。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b7,,,,,,,,,,,,,,,,,,,3878,2114,3606,3612,5714,1131,4777,197,396,2114,3606,3612,5070,4105,4777,197,
,𗧘,𘋩,𗥤,𗫂,𗾖,𘈷,𘅣,𘟂,𘞙,𘋩,𗥤,𗫂,𘓊,𘓐,𘅣,𘟂,,,wo2,do2,tsjij2,tja1,goor1,gji2,dạ2,ŋwu2,gjịj1,do2,tsjij2,tja1,zjɨɨr1,dzjwo2,dạ2,ŋwu2,,,義,於,喻,者，,君　子,,事,COP；,利,於,喻,者，,小　人,,事,COP。,,喻于義者，君子之事；喻于利者，小人之事。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609b8,,,,,,,,,,,,,,,,,
,2539,1993,5714,1131,173,3861,5070,4105,4777,2413,5009,4633,4997,4143,1348,2422,,,𘎑,𗑞,𗾖,𘈷,𗵘,𗫦,𘓊,𘓐,𘅣,𘃡,𘘦,𗖸,𘘮,𗴮,𗅔,𘃞,,,źja2,khjiw1,goor1,gji2,tśja1,ɣiew1,zjɨɨr1,dzjwo2,dạ2,wji1,tśhjwo1,ŋwuu1,mjo2,djịj1,njaa2,ljɨ1,,,[冉 求],,君　子,,道,學，,小　人,,事,為。,故,曰：,吾,徒,非,也,,冉有學君子之道而為小人之事，故曰「非吾徒也，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0610a1,,,,,,,,,,,,,,,,,,,1919,4359,2267,4516,5343,4618,316,2422,2350,3178,4853,3849,909,3612,5714,1086,,,𘁛,𘄄,𗭹,𘄩,𗳒,𗖣,𗟭,𘃞,𘍞,𘊄,𗱚,𗩴,𗜓,𗫂,𗾖,𗸱,,,zjɨ̣1,zji1,bar1,tsj ụ1,ŋwu2,źier1,wo2,ljɨ1,·io1,niow2,dzjuu2,neew2,śja2,tja1,goor1,no2,,,小　子,,鼓,擊,而,責,可,也。,蓋,惡,隱，,善,揚，,者，,孔　子,,,小子鳴鼓而攻之可也。」夫隱惡而揚善者，孔子,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0610a2,,,,,,,,,,,,,,,,,,,3769,197,2267,4516,5343,4618,3612,5714,1086,4412,2530,3948,197,????,2064,3514,,,𗤶,𘟂,𗭹,𘄩,𗳒,𗖣,𗫂,𗾖,𗸱,𘝵,𘖑,𗦳 ,𘟂,?,𗒍,𗣟,,,njiij1,ŋwu2,bar1,tsj ụ1,ŋwu2,źier1,tja1,goor1,no2,·jij1,mjɨ1,dzju2,ŋwu2,?,dzjwɨ2,wjijr1,,,心,也。,鼓,擊,以,責,者，,孔　子,,己,不,司,COP。,易,夬,卦,
之心；鳴鼓而攻之者，孔子之所不得已也。《易‧夬》：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610a3,,,,,,,,,,,,,,,,,,,1738,2930,62,909,447,5534,4151,1738,4558,5343,3164,303,6,2267,4516,5343,,,𘂤,𘟙,𗙼,𗜓,𗟻,𗉔,𗋳,𘂤,𗈙,𗳒,𘊆,𗍷,𗄊,𗭹,𘄩,𗳒,,,kha1,njij2,·ju2,śja2,phji1,tśjiw1,kwã1,kha1,tśjuu1,ŋwu2,bjo2,dzjɨj2,zji2,bar1,tsjụ1,ŋwu2,
,間,王,前,揚,CAUS。,[周 官],,間,戮,以,罰,判。,皆,鼓,擊,以,,「揚于王庭」《周官》：「戮而罰之」皆鳴鼓而攻之之意也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610a4,,,,,,,,,,,,,,,,,,,4618,2020,5539,5087,2422,1365,4633,5770,683,3682,2114,4482,3860,1553,1491,3926,,,𗖣,𗑠,𗉣,𘙰,𘃞,𗅲,𗖸,𘊝,𗟔,𗫌,𘋩,𗰖,𗨨,𗂸,𗅋,𗫻,
,źier1,rjir2,phji1,lew2,ljɨ1,tjɨ̣j2,ŋwuu1,·jir2,ko1,nji1,do2,śioo1,ror2,bji2,mji1,dźjiij1,,,責,與,意,同,也。,禮,曰：,「百,乘,家,於,聚　歛,,臣,不,居,,《禮》曰：「百乘之家，不畜聚歛之臣；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610a5,,,,,,,,,,,,,,,,,,,447,4482,3860,1553,3926,362,1726,1553,2431,3926,4979,2350,4482,3860,1553,3612,
,𗟻,𗰖,𗨨,𗂸,𗫻,𗸒,𘝚,𗂸,𘗐,𗫻,𘘥,𘍞,𗰖,𗨨,𗂸,𗫂,,,phji1,śioo1,ror2,bji2,dźjiij1,su1,kjwɨɨr1,bji2,djij2,dźjiij1,·jɨ2,·io1,śioo1,ror2,bji2,tja1,,,令。,聚　歛,,臣,有,比,盜,臣,△,有」,謂。,蓋,聚　歛,,臣,者，,,與其有聚歛之臣，寧有盜臣。」盖聚歛之臣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610a6,,,,,,,,,,,,,,,,,
,1143,2535,5343,1136,4795,4310,3772,972,1726,1553,3612,4412,5753,1348,312,4310,,,𗹙,𘎉,𗳒,𘔮,𗰸,𗋕,𗦁,𘜶,𘝚,𗂸,𗫂,𘝵,𗿷,𗅔,𗟨,𗋕,,,tsjiir1,lhoo1,ŋwu2,war2,khjwɨ1,thja1,ɣie2,tha2,kjwɨɨr1,bji2,tja1,·jij1,dźjij2,njaa2,lhjwi1,thja1,,,法,倚,以,財,削，,其,害,大；,盜,臣,者，,己,有,非,取，,其,,倚法以削 ，而其害大；盜臣取非其有，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
